package|author|rank.a|rank.m|n.roles|total.authors|total.roles|total.extra|total.extra2|cph
fastmatch|Simon Urbanek|1|1|2|1|2|0|0|0
gbp|Guang Yang|1|1|2|1|2|0|0|0
iosmooth|Timothy L. McMurry|1|1|2|2|3|0|0|0
iosmooth|Dimitris N. Politis|2|NA|1|2|3|0|0|0
tracer|Gabor Csardi|1|1|3|1|3|0|0|0
bayesQR|Dries F. Benoit|1|1|2|4|5|0|0|0
bayesQR|Rahim Al-Hamzawi|2|NA|1|4|5|0|0|0
bayesQR|Keming Yu|3|NA|1|4|5|0|0|0
bayesQR|Dirk Van den Poel|4|NA|1|4|5|0|0|0
cooccurNet|Yuanqiang Zou|1|1|2|3|4|0|0|0
cooccurNet|Yousong Peng|2|NA|1|3|4|0|0|0
cooccurNet|Taijiao Jiang|3|NA|1|3|4|0|0|0
landsat8|Alexandre dos Santos|1|1|2|1|2|0|0|0
BayesPieceHazSelect|Andrew Chapple|1|1|3|1|3|0|0|0
BiSEp|Mark Wappett|1|1|2|1|2|0|0|0
eclust|Sahir Rai Bhatnagar|1|1|3|1|3|0|0|0
nparsurv|Christine Kroener|1|1|3|2|4|0|0|0
nparsurv|Sarah Friedrich|2|NA|1|2|4|0|0|0
givitiR|Giovanni Nattino|1|1|3|5|7|0|0|0
givitiR|Stefano Finazzi|2|NA|1|5|7|0|0|0
givitiR|Guido Bertolini|3|NA|1|5|7|0|0|0
givitiR|Carlotta Rossi|4|NA|1|5|7|0|0|0
givitiR|Greta Carrara|5|NA|1|5|7|0|0|0
NORMA|Jesus Prada|1|1|3|1|3|0|0|0
rKIN|Shannon E Albeke|1|1|3|1|3|0|0|0
simpleSetup|Christopher Gandrud|1|1|3|1|3|0|0|0
chi2x3way|Rosaria Lombardo|1|1|2|3|4|0|0|0
chi2x3way|Yoshio Takane|2|NA|1|3|4|0|0|0
chi2x3way|Eric J Beh|3|NA|1|3|4|0|0|0
errint|Jesus Prada|1|1|3|1|3|0|0|0
skm|Guang Yang|1|1|2|1|2|0|0|0
ALDqr|Luis Benites Sanchez|1|1|2|3|4|0|0|0
ALDqr|Christian E. Galarza|2|NA|1|3|4|0|0|0
ALDqr|Victor H. Lachos|3|NA|1|3|4|0|0|0
ICV|Olga Savchuk|1|1|2|1|2|0|0|0
kpcalg|Petras Verbyla|1|1|2|3|4|0|0|0
kpcalg|Nina Ines Bertille Desgranges|2|NA|1|3|4|0|0|0
kpcalg|Lorenz Wernisch|3|NA|1|3|4|0|0|0
SOFIA|Luis Diaz-Garcia|1|1|2|1|2|0|0|0
teda|David Ciar|1|1|3|2|4|0|0|0
teda|James Wright|2|NA|1|2|4|0|0|0
chords|Jonathan Rosenblatt|1|1|2|1|2|0|0|0
testforDEP|Jeffrey C. Miecznikowski|1|NA|1|4|5|0|0|0
testforDEP|En-shuo Hsu|2|1|2|4|5|0|0|0
testforDEP|Yanhua Chen|3|NA|1|4|5|0|0|0
testforDEP|Albert Vexler|4|NA|1|4|5|0|0|0
bytescircle|Roberto S. Galende|1|1|3|1|3|0|0|0
rUnemploymentData|Ari Lamstein|1|1|2|1|2|0|0|0
bayesianETAS|Gordon J. Ross|1|1|2|1|2|0|0|0
rorutadis|Krzysztof Ciomek|1|1|2|1|2|0|0|0
cumstats|Arturo Erdely|1|1|2|2|3|0|0|0
cumstats|Ian Castillo|2|NA|1|2|3|0|0|0
peakRAM|Thomas Quinn|1|1|3|1|3|0|0|0
maxmatching|Bowen Deng|1|1|2|1|2|0|0|0
mhsmm|Jared O'Connell|1|1|2|2|3|0|0|0
mhsmm|SÃ¸ren HÃ¸jsgaard|2|NA|1|2|3|0|0|0
dfphase1|Giovanna Capizzi|1|1|2|2|3|0|0|0
dfphase1|Guido Masarotto|2|NA|1|2|3|0|0|0
InfiniumPurify|Yufang Qin|1|1|2|1|2|0|0|0
isva|Andrew E Teschendorff|1|NA|1|2|2|0|0|0
isva|Andrew Teschendorff|NA|1|1|2|2|0|0|0
marima|Henrik Spliid|1|1|2|1|2|0|0|0
PhyloMeasures|Constantinos Tsirogiannis|1|1|3|2|4|0|0|0
PhyloMeasures|Brody Sandel|2|NA|1|2|4|0|0|0
GeneClusterNet|Yaqun Wang|1|1|2|3|4|0|0|0
GeneClusterNet|Zhengyang Shi|2|NA|1|3|4|0|0|0
GeneClusterNet|Xiang Zhan|3|NA|1|3|4|0|0|0
GORCure|Jie Zhou|1|1|2|3|4|0|0|0
GORCure|Jiajia Zhang|2|NA|1|3|4|0|0|0
GORCure|Wenbin Lu|3|NA|1|3|4|0|0|0
ICGOR|Jie Zhou|1|1|2|3|4|0|0|0
ICGOR|Jiajia Zhang|2|NA|1|3|4|0|0|0
ICGOR|Wenbin Lu|3|NA|1|3|4|0|0|0
SADEG|Babak Khorsand|1|1|3|5|7|0|0|0
SADEG|Ehsan Sadeghnezhad|2|NA|1|5|7|0|0|0
SADEG|Javad Zahiri|3|NA|1|5|7|0|0|0
SADEG|Mohsen Sharifi|4|NA|1|5|7|0|0|0
SADEG|Hassan Zare-mayvan|5|NA|1|5|7|0|0|0
TRADER|Pavel Fibich|1|1|2|4|5|0|0|0
TRADER|Jan Altman|2|NA|1|4|5|0|0|0
TRADER|Tuomas Aakala|3|NA|1|4|5|0|0|0
TRADER|Jiri Dolezal|4|NA|1|4|5|0|0|0
EBrank|John Ferguson|1|1|3|1|3|0|0|0
RChronoModel|Anne Philippe|1|1|2|2|3|0|0|0
RChronoModel|Marie-Anne Vibet|2|NA|1|2|3|0|0|0
rld|Bin Yao|1|1|2|3|4|0|0|0
rld|Ying Huang|2|NA|1|3|4|0|0|0
rld|Chaeryon Kang|3|NA|1|3|4|0|0|0
esmisc|Eduard Szöcs|1|1|3|1|3|0|0|0
QRank|Xiaoyu Song|1|1|2|1|2|0|0|0
RND|Kam Hamidieh|1|1|2|1|2|0|0|0
SAVE|Jesus Palomo|1|1|3|6|8|0|0|0
SAVE|Gonzalo Garcia-Donato|2|NA|1|6|8|0|0|0
SAVE|Rui Paulo|3|NA|1|6|8|0|0|0
SAVE|James Berger|4|NA|1|6|8|0|0|0
SAVE|Maria Jesus Bayarri|5|NA|1|6|8|0|0|0
SAVE|Jerome Sacks|6|NA|1|6|8|0|0|0
BoolFilter|Levi McClenny|1|1|2|3|4|0|0|0
BoolFilter|Mahdi Imani|2|NA|1|3|4|0|0|0
BoolFilter|Ulisses Braga-Neto|3|NA|1|3|4|0|0|0
npmv|Woodrow Burchett|1|NA|1|2|3|0|0|0
npmv|Amanda Ellis|2|1|2|2|3|0|0|0
lowmemtkmeans|Andrew Thomas Jones|1|1|2|2|3|0|0|0
lowmemtkmeans|Hien Duy Nguyen|2|NA|1|2|3|0|0|0
MAMSE|Jean-Francois Plante|1|1|2|1|2|0|0|0
panelaggregation|Matthias Bannert|1|1|3|2|4|0|0|0
panelaggregation|Gabriel Bucur|2|NA|1|2|4|0|0|0
sysid|Suraj Yerramilli|1|1|2|2|3|0|0|0
sysid|Arun Tangirala|2|NA|1|2|3|0|0|0
waffle|Bob Rudis|1|1|3|2|4|0|0|0
waffle|Dave Gandy|2|NA|1|2|4|0|0|0
DFIT|Victor H. Cervantes|1|1|2|1|2|0|0|0
ltxsparklines|Boris Veytsman|1|1|3|1|3|0|0|0
pamctdp|Campo Elias Pardo|1|1|2|1|2|0|0|0
Plasmidprofiler|Adrian Zetner|1|1|3|1|3|0|0|0
semver|John Harrison|1|1|3|2|5|0|0|0
semver|Marko Živanović|2|NA|2|2|5|0|0|1
crisp|Ashley Petersen|1|1|2|1|2|0|0|0
FixSeqMTP|Yalin Zhu|1|1|2|2|3|0|0|0
FixSeqMTP|Wenge Guo|2|NA|1|2|3|0|0|0
hail|Oliver Keyes|1|1|2|1|2|0|0|0
partDSA|Annette Molinaro|1|1|2|5|6|0|0|0
partDSA|Adam Olshen|2|NA|1|5|6|0|0|0
partDSA|Karen Lostritto|3|NA|1|5|6|0|0|0
partDSA|Gregory Ryslik|4|NA|1|5|6|0|0|0
partDSA|Steve Weston|5|NA|1|5|6|0|0|0
requireR|Peter van den Berg|1|1|3|1|3|0|0|0
RWinEdt|Uwe Ligges with contributions  from Gilbert Ritschard|1|NA|1|3|3|0|0|0
RWinEdt|Karl Koeller|2|NA|1|3|3|0|0|0
RWinEdt|Uwe Ligges|NA|1|1|3|3|0|0|0
TBSSurvival|Adriano Polpo|1|NA|1|5|6|0|0|0
TBSSurvival|Cassio de Campos|2|1|2|5|6|0|0|0
TBSSurvival|D. Sinha|3|NA|1|5|6|0|0|0
TBSSurvival|Stuart Lipsitz|4|NA|1|5|6|0|0|0
TBSSurvival|Jianchang Lin  TBSSurvival author details|5|NA|1|5|6|0|0|0
BayesPiecewiseICAR|Andrew Chapple|1|1|3|1|3|0|0|0
dSVA|Seunggeun  Lee|1|NA|1|2|2|0|0|0
dSVA|Seunggeun (Shawn) Lee|NA|1|1|2|2|0|0|0
minimalRSD|Shwetank Lall|1|1|3|5|7|0|0|0
minimalRSD|Eldho Varghese|2|NA|1|5|7|0|0|0
minimalRSD|Seema Jaggi|3|NA|1|5|7|0|0|0
minimalRSD|Cini Varghese|4|NA|1|5|7|0|0|0
minimalRSD|Arpan Bhowmik|5|NA|1|5|7|0|0|0
pwt8|Achim Zeileis|1|1|3|1|3|0|0|0
Redmonder|Pedro Mac Dowell Innecco|1|1|3|2|4|0|0|0
Redmonder|Erich Neuwirth|2|NA|1|2|4|0|0|0
treemap|Martijn Tennekes|1|1|3|2|4|0|0|0
treemap|Peter Ellis|2|NA|1|2|4|0|0|0
tsdecomp|Javier López-de-Lacalle|1|1|2|1|2|0|0|0
TSeriesMMA|Vishakh Padmakumar|1|1|3|4|6|0|0|0
TSeriesMMA|Rishab Ranga|2|NA|1|4|6|0|0|0
TSeriesMMA|Amogha Udupa|3|NA|1|4|6|0|0|0
TSeriesMMA|Param Hanji|4|NA|1|4|6|0|0|0
colr|Louis Chaillet|1|1|2|1|2|0|0|0
openadds|Scott Chamberlain|1|1|3|1|3|0|0|0
QCAtools|Jirka Lewandowski|1|1|3|1|3|0|0|0
reader|Nicholas Cooper|1|1|2|1|2|0|0|0
rebus.unicode|Richard Cotton|1|1|3|1|3|0|0|0
censys|Bob Rudis|1|1|3|1|3|0|0|0
futureheatwaves|Brooke Anderson|1|1|3|3|5|0|0|0
futureheatwaves|Colin Eason|2|NA|1|3|5|0|0|0
futureheatwaves|Elizabeth Barnes|3|NA|1|3|5|0|0|0
hds|C. Jason Liang|1|1|3|1|3|0|0|0
likert|Jason Bryer|1|1|2|2|3|0|0|0
likert|Kimberly Speerschneider|2|NA|1|2|3|0|0|0
assertive.properties|Richard Cotton|1|1|3|1|3|0|0|0
assertive.sets|Richard Cotton|1|1|3|1|3|0|0|0
assertive.types|Richard Cotton|1|1|3|1|3|0|0|0
bootruin|Benjamin Baumgartner|1|1|2|2|3|0|0|0
bootruin|Riccardo Gatto|2|NA|1|2|3|0|0|0
finiteruinprob|Benjamin Baumgartner|1|1|3|2|5|0|0|0
finiteruinprob|Riccardo Gatto|2|NA|2|2|5|0|0|0
GCPM|Kevin Jakob|1|1|2|1|2|0|0|0
uniah|Yunro Chung [cre] Anastasia Ivanova|1|NA|1|4|4|0|0|0
uniah|Michael G. Hudgens|2|NA|1|4|4|0|0|0
uniah|Jason P. Fine|3|NA|1|4|4|0|0|0
uniah|Yunro Chung|NA|1|1|4|4|0|0|0
fortunes|Achim Zeileis|1|1|2|62|63|0|0|0
fortunes|the R community . Contributions  by Torsten Hothorn|2|NA|1|62|63|0|0|0
fortunes|Peter Dalgaard|3|NA|1|62|63|0|0|0
fortunes|Uwe Ligges|4|NA|1|62|63|0|0|0
fortunes|Kevin Wright|5|NA|1|62|63|0|0|0
fortunes|Martin Maechler|6|NA|1|62|63|0|0|0
fortunes|Kjetil Brinchmann Halvorsen|7|NA|1|62|63|0|0|0
fortunes|Kurt Hornik|8|NA|1|62|63|0|0|0
fortunes|Duncan Murdoch|9|NA|1|62|63|0|0|0
fortunes|Andy Bunn|10|NA|1|62|63|0|0|0
fortunes|Ray Brownrigg|11|NA|1|62|63|0|0|0
fortunes|Roger Bivand|12|NA|1|62|63|0|0|0
fortunes|Spencer Graves|13|NA|1|62|63|0|0|0
fortunes|Jim Lemon|14|NA|1|62|63|0|0|0
fortunes|Christian Kleiber|15|NA|1|62|63|0|0|0
fortunes|David L. Reiner|16|NA|1|62|63|0|0|0
fortunes|Berton Gunter|17|NA|1|62|63|0|0|0
fortunes|Roger Koenker|18|NA|1|62|63|0|0|0
fortunes|Charles Berry|19|NA|1|62|63|0|0|0
fortunes|Marc Schwartz|20|NA|1|62|63|0|0|0
fortunes|Michael Dewey|21|NA|1|62|63|0|0|0
fortunes|Ben Bolker|22|NA|1|62|63|0|0|0
fortunes|Peter Dunn|23|NA|1|62|63|0|0|0
fortunes|Sarah Goslee|24|NA|1|62|63|0|0|0
fortunes|Simon Blomberg|25|NA|1|62|63|0|0|0
fortunes|Bill Venables|26|NA|1|62|63|0|0|0
fortunes|Roland Rau|27|NA|1|62|63|0|0|0
fortunes|Thomas Petzoldt|28|NA|1|62|63|0|0|0
fortunes|Rolf Turner|29|NA|1|62|63|0|0|0
fortunes|Mark Leeds|30|NA|1|62|63|0|0|0
fortunes|Emmanuel Charpentier|31|NA|1|62|63|0|0|0
fortunes|Chris Evans|32|NA|1|62|63|0|0|0
fortunes|Paolo Sonego|33|NA|1|62|63|0|0|0
fortunes|Peter Ehlers|34|NA|1|62|63|0|0|0
fortunes|Detlef Steuer|35|NA|1|62|63|0|0|0
fortunes|Tal Galili|36|NA|1|62|63|0|0|0
fortunes|Greg Snow|37|NA|1|62|63|0|0|0
fortunes|Brian D. Ripley|38|NA|1|62|63|0|0|0
fortunes|Michael Sumner|39|NA|1|62|63|0|0|0
fortunes|David Winsemius|40|NA|1|62|63|0|0|0
fortunes|Liviu Andronic|41|NA|1|62|63|0|0|0
fortunes|Brian Diggs|42|NA|1|62|63|0|0|0
fortunes|Matthieu Stigler|43|NA|1|62|63|0|0|0
fortunes|Michael Friendly|44|NA|1|62|63|0|0|0
fortunes|Dirk Eddelbuettel|45|NA|1|62|63|0|0|0
fortunes|Richard M. Heiberger|46|NA|1|62|63|0|0|0
fortunes|Patrick Burns|47|NA|1|62|63|0|0|0
fortunes|Dieter Menne|48|NA|1|62|63|0|0|0
fortunes|Andrie de Vries|49|NA|1|62|63|0|0|0
fortunes|Barry Rowlingson|50|NA|1|62|63|0|0|0
fortunes|Renaud Lancelot|51|NA|1|62|63|0|0|0
fortunes|R. Michael Weylandt|52|NA|1|62|63|0|0|0
fortunes|Jon Olav Skoien|53|NA|1|62|63|0|0|0
fortunes|Francois Morneau|54|NA|1|62|63|0|0|0
fortunes|Antony Unwin|55|NA|1|62|63|0|0|0
fortunes|Joshua Wiley|56|NA|1|62|63|0|0|0
fortunes|Terry Therneau|57|NA|1|62|63|0|0|0
fortunes|Bryan Hanson|58|NA|1|62|63|0|0|0
fortunes|Henrik Singmann|59|NA|1|62|63|0|0|0
fortunes|Eduard Szoecs|60|NA|1|62|63|0|0|0
fortunes|Gregor Passolt|61|NA|1|62|63|0|0|0
fortunes|John C. Nash|62|NA|1|62|63|0|0|0
nplr|Frederic Commo|1|1|3|2|4|0|0|0
nplr|Brian M. Bot|2|NA|1|2|4|0|0|0
acrt|David Preinerstorfer|1|1|2|1|2|0|0|0
bayesloglin|Matthew Friedlander|1|1|2|1|2|0|0|0
DStree|Peter Mayer|1|1|2|3|4|0|0|0
DStree|Denis Larocque|2|NA|1|3|4|0|0|0
DStree|Matthias Schmid|3|NA|1|3|4|0|0|0
restrictedMVN|Jonathan Taylor|1|NA|1|2|3|0|0|0
restrictedMVN|Yuval Benjamini|2|1|2|2|3|0|0|0
SCBmeanfd|David Degras|1|1|2|1|2|0|0|0
spark.sas7bdat|Jan Wijffels|1|1|4|2|5|0|0|1
spark.sas7bdat|BNOSAC|2|NA|1|2|5|0|0|1
UStatBookABSC|Snigdhansu Chatterjee|1|1|2|1|2|0|0|0
DISTRIB|Abbas Parchami|1|1|2|1|2|0|0|0
factorcpt|Haeran Cho|1|1|3|3|5|0|0|0
factorcpt|Matteo Barigozzi|2|NA|1|3|5|0|0|0
factorcpt|Piotr Fryzlewicz|3|NA|1|3|5|0|0|0
tilting|Haeran Cho|1|1|3|2|4|0|0|0
tilting|Piotr Fryzlewicz|2|NA|1|2|4|0|0|0
findviews|Thibault Sellam|1|1|2|1|2|0|0|0
ggguitar|Casimir Saternos|1|1|3|1|3|0|0|0
samplesize|Ralph Scherer|1|1|2|1|2|0|0|0
Rarity|Boris Leroy|1|1|2|1|2|0|0|0
ztype|Vincent Guyader|1|1|2|1|2|0|0|0
lavaan.survey|Daniel Oberski|1|1|2|1|2|0|0|0
condSURV|Luis Meira-Machado|1|NA|1|2|3|0|0|0
condSURV|Marta Sestelo|2|1|2|2|3|0|0|0
ms.sev|Helga Westerlind|1|1|2|2|3|0|0|0
ms.sev|Ali Manouchehrinia|2|NA|1|2|3|0|0|0
pgee.mixed|Ved Deshpande|1|1|3|1|3|0|0|0
rocNIT|Zhicheng Du|1|1|2|2|3|0|0|0
rocNIT|Yuantao Hao|2|NA|1|2|3|0|0|0
OData|Patrick Beaucamp|1|NA|1|4|5|0|0|0
OData|Kevin Monnery|2|NA|1|4|5|0|0|0
OData|Sebastien Vigroux|3|1|2|4|5|0|0|0
OData|BPM-Conseil|4|NA|1|4|5|0|0|0
radarchart|Doug Ashton|1|1|3|5|7|0|0|0
radarchart|Shane Porter|2|NA|1|5|7|0|0|0
radarchart|Nick Downie|3|NA|1|5|7|0|0|0
radarchart|Tanner Linsley|4|NA|1|5|7|0|0|0
radarchart|William Entriken|5|NA|1|5|7|0|0|0
SPPcomb|Ming Wang|1|1|2|3|4|0|0|0
SPPcomb|Yongtao Guan|2|NA|1|3|4|0|0|0
SPPcomb|Kun Xu|3|NA|1|3|4|0|0|0
stmgui|Dan Zangri|1|1|3|3|5|0|0|0
stmgui|Dustin Tingley|2|NA|1|3|5|0|0|0
stmgui|Brandon Stewart|3|NA|1|3|5|0|0|0
pipeliner|Alex Ioannides|1|1|2|1|2|0|0|0
magicfor|Koji Makiyama|1|1|3|1|3|0|0|0
MTDrh|Didem Sari|1|1|2|2|3|0|0|0
MTDrh|Sarah M. Ryan|2|NA|1|2|3|0|0|0
MWRidge|Minli Bao|1|1|2|1|2|0|0|0
PepSAVIms|Pritchard David|1|1|3|2|4|0|0|0
PepSAVIms|Kirkpatrick Christine|2|NA|1|2|4|0|0|0
PGM2|Mohamed Laib|1|1|2|3|4|0|0|0
PGM2|Abla Boudraa|2|NA|1|3|4|0|0|0
PGM2|Zebida Gheribi-Aoulmi|3|NA|1|3|4|0|0|0
ramify|Brandon Greenwell|1|1|3|1|3|0|0|0
acc|Jaejoon Song|1|1|2|2|3|0|0|0
acc|Matthew G. Cox|2|NA|1|2|3|0|0|0
binseqtest|Jenn Kirk|1|NA|1|2|3|0|0|0
binseqtest|Michael P. Fay|2|1|2|2|3|0|0|0
FinancialMath|Kameron Penn|1|1|3|2|4|0|0|0
FinancialMath|Jack Schmidt|2|NA|1|2|4|0|0|0
polyfreqs|Paul Blischak|1|1|3|1|3|0|0|0
sjdbc|TIBCO Software Inc|1|NA|1|2|2|0|0|0
sjdbc|Stephen Kaluzny|NA|1|1|2|2|0|0|0
coprimary|Alhousseiny PAM|1|1|2|1|2|0|0|0
MvBinary|Matthieu Marbac|1|NA|1|2|3|0|0|0
MvBinary|Mohammed Sedki|2|1|2|2|3|0|0|0
skellam|Jerry W. Lewis|1|NA|1|3|4|0|0|0
skellam|Patrick E. Brown|2|1|2|3|4|0|0|0
skellam|Michail Tsagris|3|NA|1|3|4|0|0|0
tibbrConnector|TIBCO Software Inc|1|NA|1|2|2|0|0|0
tibbrConnector|Stephen Kaluzny|NA|1|1|2|2|0|0|0
tmvnsim|Samsiddhi Bhattacjarjee|1|NA|1|2|2|0|0|0
tmvnsim|Samsiddhi Bhattacharjee|NA|1|1|2|2|0|0|0
activpalProcessing|Kate Lyden|1|1|2|1|2|0|0|0
wux|Thomas Mendlik|1|1|3|4|6|0|0|0
wux|Georg Heinrich|2|NA|1|4|6|0|0|0
wux|Armin Leuprecht|3|NA|1|4|6|0|0|0
wux|Andreas Gobiet|4|NA|1|4|6|0|0|0
admixturegraph|Thomas Mailund|1|1|3|3|5|0|0|0
admixturegraph|Kalle Leppala|2|NA|1|3|5|0|0|0
admixturegraph|Svend Nielsen|3|NA|1|3|5|0|0|0
bpp|Kaspar Rufibach|1|1|2|3|4|0|0|0
bpp|Paul Jordan|2|NA|1|3|4|0|0|0
bpp|Markus Abt|3|NA|1|3|4|0|0|0
fanc|Kei Hirose|1|1|2|3|4|0|0|0
fanc|Michio Yamamoto|2|NA|1|3|4|0|0|0
fanc|Haruhisa Nagata|3|NA|1|3|4|0|0|0
MODISSnow|Johannes Signer|1|1|3|2|4|0|0|0
MODISSnow|Joel Trubilowicz|2|NA|1|2|4|0|0|0
patchSynctex|Jan Gleixner|1|NA|1|4|6|0|0|0
patchSynctex|Daniel Hicks|2|NA|1|4|6|0|0|0
patchSynctex|Kyle J. Harms|3|NA|1|4|6|0|0|0
patchSynctex|Emmanuel Charpentier|4|1|3|4|6|0|0|0
poptrend|Jonas Knape|1|1|3|1|3|0|0|0
prclust|Chong Wu|1|1|2|2|3|0|0|0
prclust|Wei Pan|2|NA|1|2|3|0|0|0
FRAPO|Bernhard Pfaff|1|1|3|1|3|0|0|0
ampd|Felix Scholkmann|1|NA|1|2|2|0|0|0
ampd|Oliver Sieber|NA|1|1|2|2|0|0|0
DNLC|Yao Lu|1|NA|1|4|6|0|0|0
DNLC|Yusheng Ding|2|1|3|4|6|0|0|0
DNLC|Linqing Liu|3|NA|1|4|6|0|0|0
DNLC|Tianwei Yu|4|NA|1|4|6|0|0|0
errorizer|Ian K. Kyle|1|1|2|1|2|0|0|0
pointRes|Marieke van der Maaten-Theunissen|1|1|2|2|3|0|0|0
pointRes|Ernst van der Maaten|2|NA|1|2|3|0|0|0
reinstallr|Calli Gross|1|1|2|1|2|0|0|0
desiR|Stanley E. Lazic|1|1|2|1|2|0|0|0
rtrends|Avi Blinder|1|1|2|1|2|0|0|0
GLMaSPU|Chong Wu|1|1|2|2|3|0|0|0
GLMaSPU|Wei Pan|2|NA|1|2|3|0|0|0
INSPIRE|Safiye Celik|1|1|2|1|2|0|0|0
isocir|Sandra Barragan|1|1|2|3|4|0|0|0
isocir|Miguel A. Fernandez|2|NA|1|3|4|0|0|0
isocir|Cristina Rueda|3|NA|1|3|4|0|0|0
MixedPoisson|Alicja Wolny-Dominiak|1|1|2|2|3|0|0|0
MixedPoisson|Michal Trzesiok|2|NA|1|2|3|0|0|0
rrr|Chris Addy|1|1|3|1|3|0|0|0
ShapeChange|Xiyue Liao|1|1|2|2|3|0|0|0
ShapeChange|Mary C Meyer|2|NA|1|2|3|0|0|0
micromapST|Jim Pearson|1|1|2|3|4|0|0|0
micromapST|Dan Carr|2|NA|1|3|4|0|0|0
micromapST|Linda Pickle|3|NA|1|3|4|0|0|0
oz|Bill Venables|1|NA|1|2|4|0|0|0
oz|Kurt Hornik|2|1|3|2|4|0|0|0
madsim|Doulaye Dembele|1|1|2|1|2|0|0|0
seeclickfixr|Justin de Benedictis-Kessner|1|1|3|2|4|0|0|0
seeclickfixr|Christian Lemp|2|NA|1|2|4|0|0|0
Branching|Camilo Jose Torres-Jimenez|1|1|2|1|2|0|0|0
rccmisc|Erik Bulow|1|1|2|1|2|0|0|0
robustsae|Malay Ghosh|1|NA|1|3|4|0|0|0
robustsae|Jiyoun Myung|2|1|2|3|4|0|0|0
robustsae|Fernando Moura|3|NA|1|3|4|0|0|0
AmmoniaConcentration|Monica Serra|1|NA|1|2|3|0|0|0
AmmoniaConcentration|Felipe Tumenas Marques|2|1|2|2|3|0|0|0
anchors|Wand|1|NA|1|5|5|0|0|0
anchors|Jonathan|2|NA|1|5|5|0|0|0
anchors|Gary King|3|NA|1|5|5|0|0|0
anchors|Olivia Lau|4|NA|1|5|5|0|0|0
anchors|Chris Hare|NA|1|1|5|5|0|0|0
bridger2|Naoto Imamachi|1|1|3|1|3|0|0|0
diptest|Martin Maechler|1|1|2|1|2|0|0|0
easypackages|Jake Sherman|1|1|3|1|3|0|0|0
ezec|Zhian N. Kamvar|1|1|3|2|5|0|0|0
ezec|Niklaus J. Grunwald|2|NA|2|2|5|0|0|0
gafit|Telford Tendys|1|1|2|1|2|0|0|0
ggparallel|Heike Hofmann|1|1|3|2|4|0|0|0
ggparallel|Marie Vendettuoli|2|NA|1|2|4|0|0|0
IHSEP|Feng Chen|1|1|2|1|2|0|0|0
intergraph|Michal Bojanowski|1|1|2|1|2|0|0|0
labstats|Stanley E. Lazic|1|1|2|1|2|0|0|0
MultiBD|Lam S.T. Ho|1|NA|2|5|7|0|0|0
MultiBD|Marc A. Suchard|2|1|2|5|7|0|0|0
MultiBD|Forrest W. Crawford|3|NA|1|5|7|0|0|0
MultiBD|Jason Xu|4|NA|1|5|7|0|0|0
MultiBD|Vladimir N. Minin|5|NA|1|5|7|0|0|0
mvngGrAd|Frank Technow|1|1|2|1|2|0|0|0
networkreporting|Dennis M. Feehan|1|1|3|2|4|0|0|0
networkreporting|Matthew J. Salganik|2|NA|1|2|4|0|0|0
PANDA|Hua Li|1|1|2|2|3|0|0|0
PANDA|Pan Tong|2|NA|1|2|3|0|0|0
rt3|Johan Jordaan|1|1|2|1|2|0|0|0
tswge|Wayne Woodward|1|1|2|1|2|0|0|0
cmaesr|Jakob Bossek|1|1|3|1|3|0|0|0
lazyData|Bill Venables|1|1|2|1|2|0|0|0
phuassess|Caterina Pisani|1|1|3|4|6|0|0|0
phuassess|Lorenzo Fattorini|2|NA|1|4|6|0|0|0
phuassess|Francesco Riga|3|NA|1|4|6|0|0|0
phuassess|Marco Zaccaroni|4|NA|1|4|6|0|0|0
rhnerm|Shonosuke Sugasawa|1|1|2|1|2|0|0|0
blockTools|Ryan T. Moore|1|1|2|2|3|0|0|0
blockTools|Keith Schnakenberg|2|NA|1|2|3|0|0|0
ClimDown|Alex Cannon|1|NA|1|4|6|0|0|0
ClimDown|James Hiebert|2|1|3|4|6|0|0|0
ClimDown|Arelia Werner|3|NA|1|4|6|0|0|0
ClimDown|Steven Sobie|4|NA|1|4|6|0|0|0
cshapes|Nils B. Weidmann|1|1|2|2|3|0|0|0
cshapes|Kristian Skrede Gleditsch|2|NA|1|2|3|0|0|0
freqdist|Thomas Feldman|1|NA|1|2|3|0|0|0
freqdist|Kenneth W. Moffett|2|1|2|2|3|0|0|0
gbs2ploidy|Zachariah Gompert|1|1|2|1|2|0|0|0
rxSeq|Vasyl Zhabotynsky|1|1|3|3|5|0|0|0
rxSeq|Wei Sun|2|NA|1|3|5|0|0|0
rxSeq|Fei Zou|3|NA|1|3|5|0|0|0
camsRad|Lukas Lundstrom|1|1|3|1|3|0|0|0
eMLEloglin|Matthew Friedlander|1|1|2|1|2|0|0|0
listdtr|Yichi Zhang|1|1|2|1|2|0|0|0
optR|Prakash|1|1|2|1|2|0|0|0
Przewodnik|Przemyslaw Biecek|1|1|3|1|3|0|0|0
RNHANES|Herb Susmann|1|1|3|2|4|0|0|0
RNHANES|Silent Spring Institute|2|NA|1|2|4|0|0|1
tsdisagg2|Jorge Vieira|1|1|2|1|2|0|0|0
bc3net|Ricardo de Matos Simoes|1|1|3|2|4|0|0|0
bc3net|Frank Emmert-Streib|2|NA|1|2|4|0|0|0
CTM|Jim Liu|1|1|2|2|3|0|0|0
CTM|Quan Gu|2|NA|1|2|3|0|0|0
CVD|Jose Gama|1|1|4|4|7|0|0|0
